"","V1","V2"
"1",0,0
"2",1998,0.371304981978919
"3",1998,0.470454129785862
"4",1998,0.532905885441283
"5",1998,0.534541671038874
"6",1998,0.511397973047504
"7",1998,0.410118424509021
"8",1998,0.537028022836878
"9",1998,0.475753872115218
"10",1998,0.452991306284263
"11",1998,0.589944793868521
"12",1998,0.517391581641919
"13",1998,0.488971055027795
"14",1998,0.448658157557544
"15",1998,0.522887246657682
"16",1998,0.553869913507411
"17",1998,0.490508691750095
"18",1998,0.50906045478035
"19",1998,0.509978158732159
"20",1998,0.478476419421957
"21",1998,0.501711637492284
"22",1998,0.440071855906759
"23",1998,0.443849455705076
"24",1998,0.463042900680797
"25",1998,0.535707543418247
"26",1998,0.489192585714291
"27",1998,0.471332775187618
"28",1998,0.520030269960622
"29",1998,0.413485892239457
"30",1998,0.755660755743132
"31",1998,0.426227381865852
"32",1998,0.472532796048084
"33",1998,0.52445089298077
"34",1998,0.551541776565998
"35",1998,0.451904680914013
"36",1998,0.512134353004144
"37",1998,0.587956861169329
"38",1998,0.461715791906936
"39",1998,0.445872382672903
"40",1998,0.517208167241996
"41",1998,0.416691543876631
"42",1998,0.469110433342948
"43",1998,0.358223004063982
"44",1998,0.578776178245383
"45",1998,0.427585575908186
"46",1998,0.558124734067107
"47",1998,0.479205365266381
"48",1998,0.508697746940532
"49",1998,0.475012578685166
"50",1998,0.478918680598667
"51",1998,0.375046433729552
"52",1998,0.513565679697899
"53",1998,0.517251283141156
"54",1998,0.45188515355804
"55",1998,0.488653014010021
"56",1998,0.423482813367428
"57",1998,0.597684025073679
"58",1998,0.515206114627449
"59",1998,0.496812543553314
"60",1998,0.436943259624959
"61",1998,0.431248861825621
"62",1998,0.487381792153038
"63",1998,0.516466730619303
"64",1998,0.490763095398141
"65",1998,0.565038804204689
"66",1998,0.455354220289644
"67",1998,0.44598657498276
"68",1998,0.285025744125719
"69",1998,0.436720731161892
"70",1998,0.612683572920747
"71",1998,0.433013883724687
"72",1998,0.450510879641613
"73",1998,0.549710683471523
"74",1998,0.507419050193984
"75",1998,0.528294657444111
"76",1998,0.484152205276476
"77",1998,0.488877793497352
"78",1998,0.436397009421101
"79",1998,0.472822433871783
"80",1998,0.400716538887295
"81",1998,0.482401948328643
"82",1998,0.481128615871236
"83",1998,0.500029480625468
"84",1998,0.533733452310253
"85",1998,0.414620652872187
"86",1998,0.448205880858264
"87",1998,0.412916317422287
"88",1998,0.530645409651223
"89",1998,0.502457789553063
"90",1998,0.362986195275669
"91",1998,0.54419529618939
"92",1998,0.520385765582347
"93",1998,0.51841545531876
"94",1998,0.430447836131324
"95",1998,0.512002327063824
"96",1998,0.443213839191165
"97",1998,0.498494355240679
"98",1998,0.51954727589885
"99",1998,0.510291692302791
"100",1998,0.445831475233594
"101",1998,0.458187782474811
"102",1998,0.363205759652336
"103",1998,0.486044834794002
"104",1998,0.368325966959447
"105",1998,0.476867440265677
"106",1998,0.464194106835735
"107",1998,0.452254382415047
"108",1998,0.481605691777028
"109",1998,0.48527969808053
"110",1998,0.475198183812366
"111",1998,0.455916457361746
"112",1998,0.475123415144843
"113",1998,0.464621563659196
"114",1998,0.405570022014089
"115",1998,0.537182831798998
"116",1998,0.513828273779879
"117",1998,0.493639060937687
"118",1998,0.496893619635533
"119",1998,0.393262872298624
"120",1998,0.454211602774891
"121",1998,0.320326889043251
"122",1998,0.350528277129164
"123",1998,0.365612565620985
"124",1998,0.39663090425436
"125",1998,0.464130616183549
"126",1998,0.444281601308809
"127",1998,0.439628868234637
"128",1998,0.498558118412514
"129",1998,0.510956558383784
"130",1998,0.589124299002573
"131",1998,0.486214874336688
"132",1998,0.479191109119538
"133",1998,0.556057714978287
"134",1998,0.441034073567469
"135",1998,0.507336616952088
"136",1998,0.373548972665137
"137",1998,0.458124754508168
"138",1998,0.577807994377338
"139",1998,0.497812144526006
"140",1998,0.504155197358168
"141",1998,0.456787944464109
"142",1998,0.513159485699375
"143",1998,0.478219060411905
"144",1998,0.361813741222228
"145",1998,0.512549900272087
"146",1998,0.426555138367863
"147",1998,0.520092302330756
"148",1998,0.504986390070443
"149",1998,0.476879603471601
"150",1998,0.449655709196693
"151",1998,0.428116725924323
"152",1998,0.448871124077031
"153",1998,0.267647468072097
"154",1998,0.424811584773028
"155",1998,0.412387811408533
"156",1998,0.431737069405918
"157",1998,0.489062468122951
"158",1998,0.574346375089416
"159",1998,0.469571212219898
"160",1998,0.475430138812037
"161",1998,0.57356926890941
"162",1998,0.406903335620391
"163",1998,0.577940004729452
"164",1998,0.617982575138996
"165",1998,0.965194055522146
"166",1998,0.415363921415342
